2014-12-09,000005.SK,25300,3.77,CloseBuy,-5377.8
2014-12-09,600578.SK,19300,5.18,Buy,0
2014-12-09,000516.SK,9300,10.7,Buy,0
2014-12-09,000018.SK,5400,18.28,Buy,0
2014-12-09,000423.SK,2800,36.43,CloseBuy,3672.1
2014-12-09,600644.SK,10800,9.08,CloseBuy,-2099.7
2014-12-09,000596.SK,3100,31.76,Buy,0
2014-12-09,000008.SK,4800,20.7,Buy,0
2014-12-09,002416.SK,7300,13.04,CloseBuy,-4804.7
2014-12-09,002211.SK,10100,9.9,Buy,0
2014-12-09,002015.SK,12900,7.75,Buy,0
2014-12-09,002395.SK,8300,11.47,CloseBuy,-4803.7
2014-12-09,002634.SK,4800,20.48,Buy,0
2014-12-10,600462.SK,15100,6.33,CloseBuy,-4951.6
2014-12-10,300129.SK,9100,10.58,CloseBuy,-3580.1
2014-12-10,600765.SK,4300,25.41,CloseBuy,9406.7
2014-12-10,000677.SK,17200,5.79,Buy,0
2014-12-10,600579.SK,8900,11.21,Buy,0
2014-12-10,600108.SK,10100,9.83,Buy,0
2014-12-10,600674.SK,5400,18.33,Buy,0
2014-12-10,600975.SK,9700,10.12,CloseBuy,-1849.4
2014-12-10,000755.SK,19000,5.07,CloseBuy,-4376.8
2014-12-10,000100.SK,27600,3.62,Buy,0
2014-12-10,600355.SK,11500,7.81,CloseBuy,-10888.2
2014-12-10,300356.SK,3800,27,CloseBuy,3108.6
2014-12-10,300035.SK,10200,9.27,CloseBuy,-6176.7
2014-12-10,002279.SK,3400,28.05,CloseBuy,-3870
2014-12-11,600255.SK,20700,5.45,CloseBuy,12158.4
2014-12-11,601111.SK,14900,6.68,Buy,0
2014-12-11,002149.SK,5200,17.98,CloseBuy,-6852.7
2014-12-11,601919.SK,18000,5.55,Buy,0
2014-12-11,600029.SK,18900,5.29,Buy,0
2014-12-11,600831.SK,10500,10.06,CloseBuy,5036.9
2014-12-11,300022.SK,11100,8.98,Buy,0
2014-12-11,601989.SK,11800,8.41,Buy,0
2014-12-11,000705.SK,9500,10.43,CloseBuy,-1448.9
2014-12-11,600550.SK,14100,7.18,CloseBuy,380.4
2014-12-11,600793.SK,7400,12.13,CloseBuy,-10824.1
2014-12-11,600273.SK,11100,9.23,CloseBuy,1717
2014-12-11,600221.SK,30400,3.28,Buy,0
2014-12-11,600516.SK,8900,10.98,CloseBuy,-2454.8
2014-12-11,601727.SK,13500,7.36,Buy,0
2014-12-11,600782.SK,19300,5.18,Buy,0
2014-12-11,600725.SK,19600,4.92,CloseBuy,-4301.4
2014-12-11,600022.SK,35400,2.82,Buy,0
2014-12-11,002565.SK,11500,8.33,CloseBuy,-4484.1
2014-12-11,600868.SK,27200,3.67,Buy,0
2014-12-11,300323.SK,8100,11.18,CloseBuy,-9371.9
2014-12-11,002234.SK,10200,9.33,CloseBuy,-4650.4
2014-12-11,600287.SK,9900,10.08,Buy,0
2014-12-12,002655.SK,9500,9.74,CloseBuy,-7489.6
2014-12-12,002571.SK,8900,11.4,CloseBuy,993.8
2014-12-12,002080.SK,7400,14.62,CloseBuy,8527.3
2014-12-12,600882.SK,11600,8.56,CloseBuy,-1059.1
2014-12-12,600291.SK,5800,17.21,Buy,0
